"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Anggaran gerobaknya berapa M","0","0","2026-05-29T10:25:55.000Z","a.rokhim0041","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","6859856920846713857","7645258018673951509","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/506a48f013bea7c92e2807a5989d41c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b0f09b27&x-expires=1781874000&x-signature=HBSQWes92y41NtYWTeVbUwuWSuE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"lohhh aku kae gk entok mbg😭","23","2","2026-05-22T15:37:54.000Z","gussssdanii","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7554271170897626119","7642740830826726165","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ac379b1f0fb5d088cea7ccd34e41a4a4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b229d9e9&x-expires=1781874000&x-signature=Wv2orxFJcQCnn2aFXCHh1vZK33s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"tuh yg dorong gerobak petugas mbg apa guru pengajar","3","0","2026-05-23T11:53:16.000Z","agus.handoko.mana","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7508318221116867585","7643054003484590866","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/10db9ff40fffdfc87f8d437e4a66c668~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4b5c1ea7&x-expires=1781874000&x-signature=DjtUOP5M7vU%2B3bzfCimRkxC9lcA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"apa higienis?","0","1","2026-05-25T07:23:35.000Z","nandanando458","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","6879035746428273666","7643726657107067656","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/132882fd5fc63d91cd09dccbfad5bb0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=47a8bb43&x-expires=1781874000&x-signature=nxJsRtOeV30K7S1FxkE3HxLWryQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"itu grobaknya anggarannya berapa triliun tuh?","0","1","2026-05-29T06:20:47.000Z","wb.everyday","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7092609233494377474","7645194833094935317","https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/20092818c9d8acd9b0a939d223680fde~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=54b7255a&x-expires=1781874000&x-signature=Qan2E1ZLOhmeSRC%2FTTvPE4E%2FsJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"anank ku wes gak entok mbg di stop mboh pie ngono lo jare","1","2","2026-05-23T04:35:16.000Z","mbahjoy81","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","6570287574756229121","7642941055403787028","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/30a72c258ce199b7be0f6883ba57ef93~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a767ad01&x-expires=1781874000&x-signature=y3Vgl63zJC0QbLZrAW%2FlbOnK%2F%2FI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"anggaran brp tu buat grobak","1","1","2026-05-22T22:38:25.000Z","radit7287","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7470693605360600065","7642849148098413319","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b2ff7add&x-expires=1781874000&x-signature=dziEFw3M90DofNrMsFkAfSLWrvw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"eh pak dion","1","0","2026-05-24T01:21:11.000Z","stcuuabiss2","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7556138352157606930","7643262189286195976","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3aa7d3be0ed07790d6c4664fafa30e5d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b3153f4&x-expires=1781874000&x-signature=nUrIuobHJjkqmc6o6KHGww1oMc4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"apakah gledeknya yg isu anggaranya puluhan juta per unit itu ya?","1","1","2026-05-26T20:38:53.000Z","nur.yanto695","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7014768702868456449","7644301008987194133","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bf82f69651df682963ec8b1dc4c10620~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13347ad8&x-expires=1781874000&x-signature=09QXS6WiLovlMsTxQxBUIrDK1f8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Bu..tir..kok.nyurung.grobak","0","0","2026-05-24T04:17:11.000Z","pejuangantinyerah","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7017700441714590721","7643307571088737044","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7331680405138964498~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=539aa2b7&x-expires=1781874000&x-signature=4WRajqlQlhGet5VXS6bWSWiAEOU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"dpt brp rupiah dri SPPGnya?","0","0","2026-05-25T05:38:38.000Z","mazfatih22","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","6994325163812013062","7643699574453961493","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/0ba904106f3b90e132d23e78553a15f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ea26551f&x-expires=1781874000&x-signature=d8YyHNYtizU1wZ7GrwZncLcnGPA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"pak Fadhli mana ini, kok ga ikut ?","0","0","2026-05-24T13:55:32.000Z","jainul.0","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7049190554811499521","7643456571703657232","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/56eac28e840ab18fc883aba7eb382337~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=072d13b3&x-expires=1781874000&x-signature=ACYU%2BG8pKFkh7U3i1xSE5KisprI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"wah makin bagus ya .. alumni sdn brenggolo th 2009","0","0","2026-05-23T03:16:53.000Z","ninaratnas","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","6720946234695861250","7642920922853081857","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/bc5166be90c200d22afb4f8ef2bcf54a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fab752be&x-expires=1781874000&x-signature=EpUs6w8AuhCL8YnT%2FyLrBUJ%2B%2BIA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kulone puskesmas","0","0","2026-05-27T17:38:21.000Z","mas_aldi.1706","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7124685294486946817","7644627280896246546","https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/37056da90f862b9aa49196d5634beed3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cb4dc696&x-expires=1781874000&x-signature=QonoVUYAL1woLdWa%2BHvfL9xlam0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sekolah ku bien ki😂","0","0","2026-05-29T09:19:10.000Z","_not.gangster","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7085408542605198363","7645240663206544129","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/49a505079f25a7df06c63f491bbcc1ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=814bd69a&x-expires=1781874000&x-signature=aP2sw6kbHZIJbJLKApQ8yhMoEK0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"SD q thn berapa ya lal aq","0","0","2026-05-22T21:28:59.000Z","megania12","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7233435627151311874","7642830210928378645","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/09bcd9993f6c515b26112e9a8536855f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3330ed71&x-expires=1781874000&x-signature=6HCu8ZjQQ%2BH%2F5NLwQjwW6pBi8Kk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Gurunya baru semua ya","0","0","2026-05-26T01:22:01.000Z","najwadevinaaaa","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","6869276275837928449","7644004589406585608","https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/1f94c8f4b844966d7fef0f659d811463~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4bc7f197&x-expires=1781874000&x-signature=Xaa58G9X8%2BDxEHQZsQPtnaPxCwY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gerobak mahal kui😁","0","0","2026-05-25T00:17:37.000Z","meiwulandari50","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","6598657631057002497","7643616777328558868","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/2b87e921f6e3b0bce5cb5bd942e173c6~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3cd7778d&x-expires=1781874000&x-signature=4sghN7PENZEpcYhhufnHVFnxozc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ini sekolahku😂😂","0","0","2026-05-24T12:13:52.000Z","eka.putri65","https://www.tiktok.com/@sdn_brenggolo_1/video/7642683719743999253","7187638933408089089","7643429628471788309","https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/6e4d61d087c71d2fccf8df4f2c682b92~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=aff5b9d2&x-expires=1781874000&x-signature=tdbgKHn8PDu7lsho2KsvzUK4DFw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ee maaf mau tanya motor listrik buat apa di mbg","697","7","2026-06-17T16:35:37.000Z","yumatiktok1","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7601055412549043220","7652403908728275719","https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/d8b19f232c88de158071c1593a55d665~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=47e18ff6&x-expires=1781874000&x-signature=nty7ulOl608fjf4Jp357e6%2BPbaI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"barita asli kan ini, sulit dipercaya karna gak ada centang biru","273","4","2026-06-17T21:58:49.000Z","warkuel","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7587812190427218960","7652485854816191248","https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/f6704bfc7062f183bca7c2b3690ec2e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9467e090&x-expires=1781874000&x-signature=TpgYYVy%2F0Q34qi7%2F1lTHV%2F6aPnk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"coba like bisa gk🤨🤨
　 　 　 　 　 　 　 　
　　　
🚇 anjir ga bisa beneran😭😭","1","3","2026-06-18T03:08:22.000Z","xv.vano","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7633952084563739669","7652566934516581141","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/02d73ef338cfda2490c085563ef4f461~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=62c30e9c&x-expires=1781874000&x-signature=2aVqJr1qm2EtXg%2FA60ZLoTYXfP4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"[Sticker] penak jaman ku to!","53","4","2026-06-18T03:07:09.000Z","pesonajetis","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","6789560798958339074","7652566628014326536","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/20352334de9f4e7dde069eaf10949cc9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=cfb9d139&x-expires=1781874000&x-signature=cIYkiyhbdr0bDzptsbexCEmJbLE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"[Sticker] liat tuh🙏😭🗿","16","5","2026-06-18T01:12:25.000Z","aldyansyah354","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","6891803282621498370","7652537084133294864","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/2c50dbe653e2c236e2e3e9d181835a71~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=280aa20d&x-expires=1781874000&x-signature=EVvS4O7bgYB%2F44KvzLocv9XW0cI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"coba berpikir positif aja ya","71","11","2026-06-17T23:38:42.000Z","muhdv1","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","6982534870468969474","7652512840293876500","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/afc2ff5e8245f7e1a64535c71d866ed5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0dcaf097&x-expires=1781874000&x-signature=Ix%2B2O1amxCrcBg820gQeuLuB%2FLw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"[Sticker] nohh liatttt","15","1","2026-06-18T03:26:25.000Z","nikitabangunn","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7168822147329524762","7652571532926108436","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/e46eff5e1d4f48a453f161c79f9b04ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ff8c2bee&x-expires=1781874000&x-signature=CDM1BiYsSN%2B5fRrUZ1r%2BEnrcoV0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"tdur aja woiii","21","10","2026-06-17T17:39:05.000Z","jinarty_17_12","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","6684778114739110913","7652420214512190229","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/6cc4a09e2cbc13137987449624ac4431~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=71635452&x-expires=1781874000&x-signature=jIi2daQDIzzUghS5PQJvtPisU3Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Cie ga bisa di like😹😹
　 　 　 　 　 　 　 　
　　　
🚇 anjir ga bisa beneran😭😭","4","2","2026-06-18T02:46:15.000Z","muhammad.rezky241","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7523944669061284865","7652561219136799506","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/bdf8423d103f9589aa0ca56684f15a02~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=69c0da45&x-expires=1781874000&x-signature=UvpHb3dOjhTo4F1qLwNCDlF5Aog%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"udh itu lapor ke pak gubernur kg Dedi sama Prabowo","1","1","2026-06-17T21:16:19.000Z","ahmad.bacaroh","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7542855390250419221","7652476129379762965","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/60161e6c59601b5bdbb9f56a8aa6e9f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=49a8f514&x-expires=1781874000&x-signature=tZu%2FOJ9gGRiHmrzBTH8we2J1zyc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"di samarinda hampir setiap hari telur terus ayam ikan jarang banget daging","5","8","2026-06-18T00:07:28.000Z","kaffakaffa17","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7391686763297620997","7652520315508474632","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/6d9da6c8b796cee8b9f0b67b20994779~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=51c7bdd3&x-expires=1781874000&x-signature=MvSg%2BEO%2FwW9nZaqru1TpkVrGSrQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"@Reza👾:coba like bisa gk🤨🤨
　 　 　 　 　 　 　 　
　　　
🚇 anjir ga bisa beneran😭😭","1","1","2026-06-17T22:27:16.000Z","saputrapratama449","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7590919351890166804","7652494478401487637","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/a6bf737178fba115fb6f5860d0ac51ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=712468ba&x-expires=1781874000&x-signature=LQLNB1B3t2yUW0qIuWTEtJwEkZE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"[Sticker] daeng ngapa dah","9","1","2026-06-17T21:32:01.000Z","fu_perwira","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7526935502231569429","7652480269890454279","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/cff110c3162e6bf797a9f7996d6dd99c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6e920203&x-expires=1781874000&x-signature=0RvR3TZHiy2TtVLwpBTiZ3ohzZI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"gw gak dapet MBG udh 3 bulan🥺","12","2","2026-06-18T03:36:27.000Z","lutzsbajalh","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7534693574924944392","7652574194030560018","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7fff3755c32b44c4a154977e8095dcc4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=acb2d7f6&x-expires=1781874000&x-signature=4wn6hHgg%2B%2BvcRrul%2FVbYMMMLh98%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"wo liat wo,mencurigakan","7","1","2026-06-18T03:55:27.000Z","fannnii_17","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7238135622840878081","7652579061064532744","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/c3b96b75591800dcefc563cc2984a3be~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=a1c55b73&x-expires=1781874000&x-signature=m2aQ02AZ1X19hpSdSHGm52Y1Z1c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kalau mbg telur gaush di makan","1","2","2026-06-18T04:04:00.000Z","kiistecu07","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7579786008080073746","7652581272728830728","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/a325bd05a4c965891e7d9c4f02a76ba5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7f41a2b1&x-expires=1781874000&x-signature=i7YBvEmHorsLDX3qtDsVP9LZHXo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"[Sticker] ijeh penak jaman ku to","17","2","2026-06-18T02:46:22.000Z","aldojuni85","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","6908594794017932290","7652561253156946706","https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/ab6c9c93970d60787b99b38293944e0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=71e85ba3&x-expires=1781874000&x-signature=MyrP0ruHvZFUCvwZUMeaCmEuKRQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"[Sticker] anjir shock bgt gue sebanyak ituu","7","0","2026-06-18T04:34:45.000Z","squinzrey","https://www.tiktok.com/@infopalembang_belagak/video/7652360495940357394","7427087391883871238","7652589217465910023","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/59d89b2dbb7837bf675e82604a6be628~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=45305d53&x-expires=1781874000&x-signature=R6MjpfWnhx0mwZGGKKoQk%2FsnWOs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"makin ketahuan kan siapa sebenarnya yg kelaparan","19506","77","2026-06-09T13:28:44.000Z","yansapta499","https://www.tiktok.com/@tempo.co/video/7649341797184883988","6971917842426708993","7649387068573877013","https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7329242501574098950~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb96c368&x-expires=1781874000&x-signature=AQRcWgf89KevEoSVK6cGQ3yvanM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"MBG itu kepentingan Prabowo,tau knp?akan di sistem seperti Soeharto karna karyawan sppg dan kmp akan puluhan juta ,next pemilu akan dimanfaatkan untuk kepentingan pemenangan
yakinlah
salam oke gas 11/100👍","6","3","2026-06-14T14:49:49.000Z","fakta_terkin","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7309279354000884741","7651263374664663809","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9e6437f2a3d8c28888b38fcabcd03a75~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b125cbc&x-expires=1781874000&x-signature=ceEzku%2BqnAfuouCQ3J6w%2FZLimVY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kukira yg lapar anak anak sekolah nyatanya mitra sppg nya😂","16","8","2026-06-11T09:52:28.000Z","es.jeruk.panas89","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7510590804579976210","7650073463630218004","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/932bf337bd37d42e1418c071bc5c296d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4026f4e4&x-expires=1781874000&x-signature=vDasmUZhxvAS0xvTFrCwPHbEgjM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bubarkan aja BGN, isinya Koruptor tok","318","3","2026-06-09T12:49:51.000Z","wawanfaw","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7336075962620134405","7649375725951533831","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c8ce28e8b31344825803f2dfce32e98d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4bab594a&x-expires=1781874000&x-signature=YLx1hhJKGtNiznr91blyppWAon0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ngomongnya klu ga ada mbg anak"" kelaparan nyatanya yg kelaparan kalian wahai sang korupsi","10","4","2026-06-17T03:06:55.000Z","wvimarlina0","https://www.tiktok.com/@tempo.co/video/7649341797184883988","6565062179741237249","7652195495880213266","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/5caf846229c4eddea913d39687f88cad~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ddb2c38a&x-expires=1781874000&x-signature=dtFXc3o27j9iCMgYjR0afqtvLvg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Niat mo ikut maling mbg,, rungkad","257","11","2026-06-09T14:13:28.000Z","arief.bali","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7528334865425007623","7649398584051991314","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0b0508ecfd120ff550596746eedcf552~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=596af4b0&x-expires=1781874000&x-signature=FNnqYzTQZduEdxVhgh%2Fakot9ZEQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"anak2 sekolah saja tdk pd ribut, karena tdk dapat MBG. jd tahukan, siapa yg paling diuntungkan.","12","14","2026-06-09T14:33:39.000Z","mabunhayatabun","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7460867595911529480","7649403170154021653","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/34421389992435f47adc917e4f85d4cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bd706cf7&x-expires=1781874000&x-signature=Ar2%2F40MvVNcS4Sk5M9drFpa2474%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"saya heran dengan Prabowo memang GK lihat berita ky gini apa gmna??yg lapar itu bukan ank sekolh tetapi mitra sppg yg lapar!!!","8","7","2026-06-14T00:55:15.000Z","agusjuniadi4","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7603443803122418708","7651048262389121810","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/162f6f9470872963d35389b9d4c2fe86~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5b444bae&x-expires=1781874000&x-signature=3H1cSw3%2Ftet8oVkh6vVlU0Sso50%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yang kelaperan ternyata mitra SPPG Nya bukan anak sekolah🗿","307","4","2026-06-09T23:02:27.000Z","cepot2460","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7265335801281922054","7649534879780143890","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d857c24b2402db1925535b9b5c54b0ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed660f40&x-expires=1781874000&x-signature=J%2BFmZfbcr%2Fzw0X2N4aHMfJOch7k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"siapa yg setuju mbg dibubarin?
aku aku aku........🤭","323","45","2026-06-11T15:22:25.000Z","a.refia","https://www.tiktok.com/@tempo.co/video/7649341797184883988","7601871199111545876","7650158517798372116","https://p19-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=08cacedf&x-expires=1781874000&x-signature=I0DHXJYaN10Kyzgv5wjNMtk3vj0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
