text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail
"@mhadly317:Sekedar nasukan...
Lebih baik PENDIDIKAN YG DIGERATISKAN...!
Rakyat saat. ini gada yg kekurangan gizi...!😇🥰😊",0,0,2025-10-24T09:18:33.000Z,mhadly317,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7433586607322481669,7564714769619059463,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b795f41f762af2d3e8d7925743dc8fa8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7af34d6a&x-expires=1782226800&x-signature=UXC2YGkoIIHDm98%2BXHyxj7Zq46E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
masyarakat udah ga bodoh lagi ya pak @gerindra,0,0,2025-10-26T18:21:50.000Z,bangakey95,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6536846386721112066,7565597356780946184,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7331457587147178004~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2cb287d6&x-expires=1782226800&x-signature=BmFt355XswD8PeW9COO6Y6dEzNw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🥰🥰🥰,0,0,2025-10-29T06:42:06.000Z,ponirannurmin,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7514310958697989128,7566530300135064328,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/ef6a2c7ae432c4620e8242b0b03d6f05~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b96343c&x-expires=1782226800&x-signature=it%2B1AOGNium4qsbXGMeSNGquGww%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🤣🤣🤣🤣,0,0,2025-10-26T02:59:35.000Z,julianjaya3,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6908378277325456385,7565359671294280449,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7329585505949974529~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=45191033&x-expires=1782226800&x-signature=HCaeNK75MrxU57%2Bv9sb0Uyx%2BoHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🥰,0,0,2025-10-30T04:16:34.000Z,h.m.idris,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7448418530238727175,7566863857803019015,https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab08ad5f&x-expires=1782226800&x-signature=%2BpQCRQ96OJt229x%2FQ6SqzJtSKNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🥰,0,0,2026-02-22T15:02:03.000Z,zahrofatimatus911,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7498931795795166226,7609704995055534869,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/43dc35c20cd7e8c817c944dd58772831~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7d045e53&x-expires=1782226800&x-signature=Z37tMKlsn2gnj41nLpk8Ro%2FMgss%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🔥🔥🔥,0,0,2025-10-27T14:51:53.000Z,anjae_instan_jahe,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6889391075102852097,7565914339965731602,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/124619dc06f284b73b909c73dbff9eb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a25b9fc0&x-expires=1782226800&x-signature=%2FXCMWY9pttwVgPj0Pg47WLfwiyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
♥♥♥,0,0,2025-10-26T03:36:02.000Z,hari.yanto842,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7343939044243506181,7565369073271309076,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/db130c67297757b3c8d7aa1c61d36655~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d7f33494&x-expires=1782226800&x-signature=TtQJNgDanHVExrQpVDDinDDabsI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😁😁😁,0,0,2025-10-26T03:49:33.000Z,devinalani879,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6995414379735221250,7565372571156316948,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7333441249057177618~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=51075dc2&x-expires=1782226800&x-signature=Ntk0dmYmgmkXvU7WOey3DjeK1KE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😇😇😇,0,0,2025-10-26T04:41:54.000Z,mdkurir18_085194892901,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7219357277291119618,7565386032654893844,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9f2e99281e03093786bcac71511f98f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9213b339&x-expires=1782226800&x-signature=kexgX%2BoX0RulMYMvsB5Xt4mPmlk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😀😀😀,0,0,2025-10-27T17:41:06.000Z,hamonanganpardosi,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7212106505574122514,7565957923135390465,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b3f8555917fc21edc47972441c1dbd1b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fdd80b10&x-expires=1782226800&x-signature=OnH7OOE%2F6hOQqSvBOqXTcppiLdU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🥰🥰🥰🥰💪💪💪💪💪💪👍👍👍👍👍👍👍🌹🌹🌹🌹🤲🤲🤲🤲,0,0,2025-10-27T20:30:04.000Z,mamta.sinta,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7521024312154850305,7566001459084624648,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fd0f7eeadb036caecb4febd9e63fd3d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=da4c5bee&x-expires=1782226800&x-signature=3VYdwgX1qrFmZ2QQmSMGouFH2YQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
😁😁😁,0,0,2025-11-02T12:18:40.000Z,supartok.partok,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7563291419897791508,7568101349306843925,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2ada6d10b44c5549a1285aaa75d26249~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4a51fe16&x-expires=1782226800&x-signature=EcNwWxlYzPsXOEgfSrK9Yb2e6s4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
🥰🥰🥰🥰🥰,0,0,2025-10-26T11:01:44.000Z,batenk,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6847863692315788289,7565483956754596616,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d22ef7de02f1b2b8384d2d7bb3a762d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d423563&x-expires=1782226800&x-signature=884iYmNZANkRILedcySnSx%2Be3iU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
moga sehat sukses p presiden RI prabowo subianto sekeluarga,0,0,2025-10-27T04:12:22.000Z,ahmadmuslihun08,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7438989307695105025,7565748801718240016,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/096f562c8c4001882b7004754c3851f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=225e3d24&x-expires=1782226800&x-signature=P50%2BJ9j22pcwQjeLPQnQ0eqsPFs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
dngo mcm pmx jugk ni 😁😁,1,0,2025-10-24T08:19:20.000Z,8151nizam,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6976623275979932674,7564699881526018832,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/48a6c255935f5550e77e2d1a7aaec20b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=851135dc&x-expires=1782226800&x-signature=Isgfzkg4CmZ09cNWDMbEeuVVa7I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5
ternyata..... ooo ternyata... memang musim kehancuran.... bakal ada lakon RATU adil',0,0,2025-11-06T06:27:41.000Z,burung_bangsawan,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6989384466787877889,7569495258489684754,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2b6c0a0f08d1e270cad0f90369f103e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=eae18758&x-expires=1782226800&x-signature=izK2MLO7LZAjGKkfwwpKbYFCeCc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
"yang ngomong ini kabar buruk dan peogram kacau...
faktornya krn mereka ga bisa Andil..krn terlanjur benci sm pemerintah..",0,0,2025-10-25T08:15:43.000Z,hengki_ashar.bolosenokbm,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6904161536010519553,7565069654264136466,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/7334839155576274952~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=24c7cdf4&x-expires=1782226800&x-signature=lKwab3DIWEs6TzfoL8rEQQw1TzU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
baru investor mahu masuk udah di palak penduduk kampung... investor pun lari... rakyat yang untung kerana IQ 78,0,0,2025-10-25T04:28:33.000Z,pelangi_jingga3,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6832637970386846722,7565011539050136328,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f7992646e8cf9e61fd88aefbe2ac568f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=373a01bd&x-expires=1782226800&x-signature=qS4KEWKcUJhIK%2By9L7nBqtIX%2BI0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
Kalo di serap full sih benar. Tapi korup nya ga nolong.,0,0,2025-10-25T04:14:40.000Z,hamster.wei,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6714700863916852226,7565007954891375368,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/fd9f7d228097deeaddad98dc7577192f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d91dd600&x-expires=1782226800&x-signature=uQ4VzaPFi9YhZ4xlmJCqPA%2FMddc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
"MBG like a farmer, kalo di kelola dengan baik bakal menghasilkan manusia yg unggul juga. yg mau di hasilin apa misal mau jadi manusia yg cerdas ya dikasih omg 3 yg bagus? kasih makannya apa gitu pak presiden",0,0,2025-10-25T03:32:36.000Z,gantengqeu,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6884209831503889410,7564997117488792327,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/9623eb0d0651976170ad58b9e17a64e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b40b2a44&x-expires=1782226800&x-signature=d%2B4kP8HVd7e42j4YB8ZfjutLf2g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
Nak masuk perangkap yahudi ini.,0,0,2025-10-25T02:26:49.000Z,md.supar.sarkam.s,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7408125739621745681,7564980164863181586,https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/35bde56a96f8c42d37dc7c3421c90c6b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a272d1e2&x-expires=1782226800&x-signature=ZphhoJcA5yrNfaIJ6Aru6DkC%2FE4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
kita yg tau rockafeller 🥶 bugus=buruk,0,0,2025-10-25T01:41:54.000Z,abyyanyan6,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6963116149698921474,7564967575370449684,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/d13d0c2321088197dbc9bb519dc1522a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=19895ed0&x-expires=1782226800&x-signature=v2lWouNMUAe7JSAKt8B27YGNISA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
"pantes bapa yakinn dengan program nya.. krna yg korupsi smpe ada yg 3000 T..
Indonesia emg kaya ternyata..",0,0,2025-10-25T00:10:15.000Z,sakira_fitri_179,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6939304975214740482,7564944940619727623,https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/bf27261e29e62d494c917a2639dcc811~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b37ea19b&x-expires=1782226800&x-signature=WuMNIsrNk%2FRODKF3ygAS4wM3254%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
"Program apa ni pak..!?? main dolar²plk...😂100 milliar dollar beredar²didesa,kecamatan...pfttt🤭 pak²,parking dpn indomaret 5mnt pun byr palak 2ribu😂😂😂",0,0,2025-10-24T11:45:32.000Z,khalidkluang,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7207589411861070850,7564753055915557650,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a678f34f8e85b71e085563597ca018ed~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a8d32985&x-expires=1782226800&x-signature=Dgbvg3%2BStLhw9skkSEbI9EPQpMc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
"makin banyak nh,,, yg akan di korupsi,, 😄😄😄",0,0,2025-10-21T13:13:28.000Z,zai.zai343,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7464602119808992257,7563662450864898832,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/89d157841868630793115b4eb245cc9c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bf069e3f&x-expires=1782226800&x-signature=EVGlmwD%2FF%2Flxw6wy0Sk3JApqcTM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
🥰🥰🥰,0,0,2025-10-24T12:57:32.000Z,sarapudin660,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7362928952330290182,7564771620776035079,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dff76aa0199743ea80b4a2d6d8d81a6b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=37426c7d&x-expires=1782226800&x-signature=LoOPXOWWKvcvNhuTuxZJlJV4ZPg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
😳😳😳,0,0,2025-10-24T14:13:23.000Z,rismanto897,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7513925877864907792,7564791150768636693,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b6b298dc05c8e62561fcaa444e77facc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=62b5a148&x-expires=1782226800&x-signature=qG4Y9JG%2BicxtfBUY%2B1A5mQ%2BOzBg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰🥰🥰😇😇,0,0,2025-10-24T17:59:04.000Z,isir1230,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7091069660460434459,7564849309440672519,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7117636205555384346~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b414b11&x-expires=1782226800&x-signature=OIW64Pv%2BZEYNXx4PXMKALIAWW4E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
😳,0,0,2025-10-24T21:24:12.000Z,hady.seribas,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7521974080024396818,7564901980415722256,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/48a29eab909f4781348dfab89e4f4ba5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b619231f&x-expires=1782226800&x-signature=E%2BhiiJQVy5LNEi91t%2B%2FwTK9R87c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰🥰🥰🥰🥰🥰,0,0,2025-10-24T22:04:59.000Z,halimahfashion,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7050625889931838490,7564912574112170770,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/43b0c04a7c5a9b4ea07d1176d4d9370b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8eeaaaaa&x-expires=1782226800&x-signature=EKRzEqmfxlRTJnF3mqpFlWhfwto%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
💞💞💞💞💞,0,0,2025-10-25T00:40:17.000Z,sukardiawan_a1ng30,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7312572108277859333,7564952687998354194,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7312701203346325509~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b917364f&x-expires=1782226800&x-signature=faGHVTzHxVv8eVAwSy6JWHn4odc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🔥,0,0,2025-10-25T02:06:45.000Z,prabowosubianto309,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7252640469942699010,7564974988101960456,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6c6172e3c01f0ce09be703f5e8142f3a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f4b567c3&x-expires=1782226800&x-signature=Xzdcvx%2Bbr7QJW6agjz1BGz07o4A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
😇,0,0,2025-10-25T03:08:10.000Z,desnat412,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6970886171014595586,7564990826146513682,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/9a06d05eedb743bacfb3c32c8868a4ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f5e59159&x-expires=1782226800&x-signature=bpI8JszZLQg7h9gDal5NSzTz78E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
😳😳😳,0,0,2025-10-25T04:08:15.000Z,sonigumbirariyadi,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6548010731978145793,7565006297906299655,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1805d847c2710ceb9a5dbc1d0cd4d600~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98e02f43&x-expires=1782226800&x-signature=bssrez%2BV%2F2K6pzrHGy9LbKMCGk8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
♥️🤲💯,0,0,2025-10-25T04:28:28.000Z,user6914571862235,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7187417995731272709,7565011038027318034,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8f6ea318efa0c3aeb721e733979e23b2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=39f24780&x-expires=1782226800&x-signature=FzcMaUd6AM2dDb35D7jkMRW59u0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰,0,0,2025-10-25T05:53:51.000Z,joyoalumunium,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6885828541015917570,7565033507484861205,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/351a13e354b7bc693dcb8f2ccaf7d0f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=04f99c95&x-expires=1782226800&x-signature=%2FyRu3d84FbJuytxeURXmp%2B%2BXrfA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰🥰🥰,0,0,2025-10-25T06:12:46.000Z,dahlianaana95,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7209189118939563035,7565038375595950856,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7209189734969671707~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e8745ab1&x-expires=1782226800&x-signature=z9PHACrm6gbu48ZWEit%2BIj0LHZQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰🥰🥰,0,0,2025-10-25T06:22:20.000Z,hairun.nuriah,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7297420242019419142,7565040851543933704,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a144c6f9b0afb871ef82f1567c962a54~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=296c5366&x-expires=1782226800&x-signature=yDZhFf0D0XfFpedTgxwegkTg0fQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
👍👍👍🥰,0,0,2025-10-25T06:26:34.000Z,hendianadani2,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7320844385426654226,7565041953558119186,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/50ad336d3411d4afbc6131fdf36a5a98~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8481291d&x-expires=1782226800&x-signature=8SyJnjARDR8wa1XRJxhGXu1mRmk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰🥰,0,0,2025-10-25T06:38:13.000Z,cahaya123_athiayah,https://www.tiktok.com/@merdekacom/video/7563649287918259476,6968422983287292930,7565044953707709192,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/9e48f685a5d768bcaccb1717903eb195~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db5fb2eb&x-expires=1782226800&x-signature=T%2FuEykkdWCZdKE9Xa5JJ%2B6cW%2BzQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
😁😁😁,0,0,2025-10-25T12:18:41.000Z,ky_kkkyyy,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7242192886418048006,7565132697514345224,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f70f27cb86d44e4ead86fb439993382c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=19d5663e&x-expires=1782226800&x-signature=%2FA3CCQupy%2F78ZGlw2%2BjkGkS9Oyo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
👍👍👍,0,0,2025-10-25T12:26:33.000Z,zainkalbari,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7522338984032109575,7565134720427803399,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/214efe6ca7db1917fb8ea671620800ba~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=722441cb&x-expires=1782226800&x-signature=P6WXIJIp%2FekR0q97LuFn999hx2k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
🥰🥰🥰,0,0,2025-10-25T16:20:58.000Z,esti.bunga,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7273457098368336914,7565195105210204929,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7381702144661028870~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c771456e&x-expires=1782226800&x-signature=mJ4ksgeudGQ9W2QqtOUcYen89LE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8
"😂😂😂 Saya seorang guru PNS senior non S1 non serdik, kurang lebih 9 bulan lagi purna tugas, dari dulu hingga sekarang ini tidak pernah sama sekali merasa mendapatkan perhatian keadilan  pemerintah dari  dana pendidiikan yang sangat besar untuk kesejahteraan hidup kami sebagai guru  untuk mengajar dan nendidik anak bangsa, gaji tidak lagi cukup untuk memenuhi kebutuhan hidup dan biaya anak sekolah / kuliah, dengan situasi dan kondisi perekonomian sekarang ini  sudah sangat sulit untuk mencari  penghasilan tambahan diluar jam kerja karena usia sudah tua, sungguh ironis bila dibandingkan dengan DPR cukup minimal ijazah non S1 dengan masa kerja 5 tahun sudah bisa mendapatkan tunjangan dan dana aspirasi /reses ratusan juta rupiah per bulan serta dana pensiunan seumur hidup. apakah itu yang dinamakan suatu keadilan, wakil rakyat, berasal dari rakyat, untuk rakyat, merakyat, amanah, berjiwa Pancasila dan UUD 1945 atas semua peraturan perundang udangan yang mereka buat dan diberlakukan kepada kami guru guru pencerdas anak bangsa tanpa adanya rasa keadilan berdasarkan Pancasila dan UUD 1945.",0,0,2025-10-26T05:32:07.000Z,www.tiktok.com.bowo,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7511541165775127568,7565399004503163668,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5cddf6ff080aa8d92563f90c5c6763a5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2b28b033&x-expires=1782226800&x-signature=RkMKt3wfaMvEjrH7DJrcL1PBbLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
"bukti bahwa pahala sedekah dibayar cash oleh Allah berkali² lipat, Subhanallah Allahu Akbar",0,0,2025-10-26T08:39:54.000Z,ss70836,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7458184996063429638,7565446825965732626,https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/00f87d289ed62f35efefdf1c36176e0e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c24f2ba1&x-expires=1782226800&x-signature=isc4EKRnLbD7q1ZNOEF3XqPPGDs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
lanjut kan!,0,0,2025-12-14T15:52:04.000Z,pramudyo00,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7582221323675026440,7583741925007770386,https://p16-common-sign.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b7c9cfd5&x-expires=1782226800&x-signature=58IvS1yZ3ayMjw6LoU10%2Be6oQLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
"peluang korupsi terbuka lagi, dan yang kenyang bukan anak anak yang makan tapi pengelola MBG",0,0,2025-11-16T16:29:59.000Z,stynyonex,https://www.tiktok.com/@merdekacom/video/7563649287918259476,7039717576054850561,7573361314141209362,https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/7193680477042147354~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=79bc7bc4&x-expires=1782226800&x-signature=dDvBmS7HtbkRieFqTeBbe%2Bp%2FjiA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2
