date,text,platform,cleaned_text,tokenized,normalized,no_stopwords,stemmed,final_text,sentiment_score,sentiment
2026-05-02T05:19:40.000Z,"gak ada lain materi pidato selain MBG?
ini bukan sprti presiden tapi CEO Perusahaan.",tiktok,"gak ada lain materi pidato selain mbg
ini bukan sprti presiden tapi ceo perusahaan","['gak', 'ada', 'lain', 'materi', 'pidato', 'selain', 'mbg', 'ini', 'bukan', 'sprti', 'presiden', 'tapi', 'ceo', 'perusahaan']","['tidak', 'ada', 'lain', 'materi', 'pidato', 'selain', 'mbg', 'ini', 'bukan', 'seperti', 'presiden', 'tapi', 'ceo', 'perusahaan']","['materi', 'pidato', 'mbg', 'presiden', 'ceo', 'perusahaan']","['materi', 'pidato', 'mbg', 'presiden', 'ceo', 'usaha']",materi pidato mbg presiden ceo usaha,-1.0,Negatif
2026-05-02T09:09:33.000Z,kami anak WNI butuh lapangan pekerjaan pak,tiktok,kami anak wni butuh lapangan pekerjaan pak,"['kami', 'anak', 'wni', 'butuh', 'lapangan', 'pekerjaan', 'pak']","['kami', 'anak', 'wni', 'butuh', 'lapangan', 'pekerjaan', 'pak']","['anak', 'wni', 'butuh', 'lapangan', 'pekerjaan']","['anak', 'wni', 'butuh', 'lapang', 'kerja']",anak wni butuh lapang kerja,-3.0,Negatif
2026-05-01T23:35:58.000Z,krn adanya MBG bahan2 mahal semua..knp gk ada oprasi2 psar.sudah jelas bhn naik semua,tiktok,krn adanya mbg bahan mahal semuaknp gk ada oprasi psarsudah jelas bhn naik semua,"['krn', 'adanya', 'mbg', 'bahan', 'mahal', 'semuaknp', 'gk', 'ada', 'oprasi', 'psarsudah', 'jelas', 'bhn', 'naik', 'semua']","['karena', 'adanya', 'mbg', 'bahan', 'mahal', 'semuaknp', 'tidak', 'ada', 'operasi', 'psarsudah', 'jelas', 'bahan', 'naik', 'semua']","['mbg', 'bahan', 'mahal', 'semuaknp', 'operasi', 'psarsudah', 'bahan']","['mbg', 'bahan', 'mahal', 'semuaknp', 'operasi', 'psarsudah', 'bahan']",mbg bahan mahal semuaknp operasi psarsudah bahan,-4.0,Negatif
2026-05-01T12:37:23.000Z,"the real suara rakyat kecil, g di dengar😭",tiktok,the real suara rakyat kecil g di dengar,"['the', 'real', 'suara', 'rakyat', 'kecil', 'g', 'di', 'dengar']","['the', 'real', 'suara', 'rakyat', 'kecil', 'enggak', 'di', 'dengar']","['the', 'real', 'suara', 'rakyat', 'dengar']","['the', 'real', 'suara', 'rakyat', 'dengar']",the real suara rakyat dengar,3.0,Positif
2026-05-02T05:48:12.000Z,Setuju MBG tidak bermanfaat,tiktok,setuju mbg tidak bermanfaat,"['setuju', 'mbg', 'tidak', 'bermanfaat']","['setuju', 'mbg', 'tidak', 'bermanfaat']","['setuju', 'mbg', 'bermanfaat']","['tuju', 'mbg', 'manfaat']",tuju mbg manfaat,1.0,Positif
2026-05-02T12:27:01.000Z,[Sticker] mbg berguna bgt buat yg pgn nabung,tiktok,mbg berguna bgt buat yg pgn nabung,"['mbg', 'berguna', 'bgt', 'buat', 'yg', 'pgn', 'nabung']","['mbg', 'berguna', 'banget', 'buat', 'yang', 'pengin', 'nabung']","['mbg', 'berguna', 'banget', 'pengin', 'nabung']","['mbg', 'guna', 'banget', 'pengin', 'nabung']",mbg guna banget pengin nabung,2.0,Positif
2026-05-01T11:47:58.000Z,"MBG nya bermanfaat, namun didalamnya ada ketidak-adilan....",tiktok,mbg nya bermanfaat namun didalamnya ada ketidakadilan,"['mbg', 'nya', 'bermanfaat', 'namun', 'didalamnya', 'ada', 'ketidakadilan']","['mbg', 'bermanfaat', 'namun', 'didalamnya', 'ada', 'ketidakadilan']","['mbg', 'bermanfaat', 'didalamnya', 'ketidakadilan']","['mbg', 'manfaat', 'dalam', 'ketidakadilan']",mbg manfaat dalam ketidakadilan,8.0,Positif
2026-05-02T04:41:01.000Z,"kalau ga bermanfaat yaudaa kasi ke anak kuliah aja pakkk , saya butuh 😭",tiktok,kalau ga bermanfaat yaudaa kasi ke anak kuliah aja pakkk  saya butuh,"['kalau', 'ga', 'bermanfaat', 'yaudaa', 'kasi', 'ke', 'anak', 'kuliah', 'aja', 'pakkk', 'saya', 'butuh']","['kalau', 'tidak', 'bermanfaat', 'yaudaa', 'kasih', 'ke', 'anak', 'kuliah', 'saja', 'pakkk', 'saya', 'butuh']","['bermanfaat', 'yaudaa', 'kasih', 'anak', 'kuliah', 'pakkk', 'butuh']","['manfaat', 'yaudaa', 'kasih', 'anak', 'kuliah', 'pakkk', 'butuh']",manfaat yaudaa kasih anak kuliah pakkk butuh,-6.0,Negatif
2026-05-02T06:55:04.000Z,"MBG sangat bermanfaat, yg tidak bermanfaat adalah anggarannya yg tidak transparant, distribusinya yg tidak tepat sasaran, dan menu makanannya yg tidak bergizi",tiktok,mbg sangat bermanfaat yg tidak bermanfaat adalah anggarannya yg tidak transparant distribusinya yg tidak tepat sasaran dan menu makanannya yg tidak bergizi,"['mbg', 'sangat', 'bermanfaat', 'yg', 'tidak', 'bermanfaat', 'adalah', 'anggarannya', 'yg', 'tidak', 'transparant', 'distribusinya', 'yg', 'tidak', 'tepat', 'sasaran', 'dan', 'menu', 'makanannya', 'yg', 'tidak', 'bergizi']","['mbg', 'sangat', 'bermanfaat', 'yang', 'tidak', 'bermanfaat', 'adalah', 'anggarannya', 'yang', 'tidak', 'transparant', 'distribusinya', 'yang', 'tidak', 'tepat', 'sasaran', 'dan', 'menu', 'makanannya', 'yang', 'tidak', 'bergizi']","['mbg', 'bermanfaat', 'bermanfaat', 'anggarannya', 'transparant', 'distribusinya', 'sasaran', 'menu', 'makanannya', 'bergizi']","['mbg', 'manfaat', 'manfaat', 'anggar', 'transparant', 'distribusi', 'sasar', 'menu', 'makan', 'gizi']",mbg manfaat manfaat anggar transparant distribusi sasar menu makan gizi,15.0,Positif
2026-05-01T12:45:32.000Z,Di depan mata pun masih ga didengar,tiktok,di depan mata pun masih ga didengar,"['di', 'depan', 'mata', 'pun', 'masih', 'ga', 'didengar']","['di', 'depan', 'mata', 'pun', 'masih', 'tidak', 'didengar']","['mata', 'didengar']","['mata', 'dengar']",mata dengar,0.0,Netral
2026-05-02T10:03:47.000Z,masih pura pura gak DENGER?,tiktok,masih pura pura gak denger,"['masih', 'pura', 'pura', 'gak', 'denger']","['masih', 'pura', 'pura', 'tidak', 'dengar']","['pura', 'pura', 'dengar']","['pura', 'pura', 'dengar']",pura pura dengar,2.0,Positif
2026-05-01T15:47:51.000Z,"MBG bermanfaat banget kok, buat anak² yg emng ga punya uang saku, itu sangat bermanfaat, buat orang tua yg ekonomi nya (maaf) sedikit kurang..MBG bermanfaat mencukupi makan anak²nya, MBG SANGAT BERMANFAAT PAK, JANGAN DI HENTIKAN, TRUS LANJUTKAN PAK",tiktok,mbg bermanfaat banget kok buat anak yg emng ga punya uang saku itu sangat bermanfaat buat orang tua yg ekonomi nya maaf sedikit kurangmbg bermanfaat mencukupi makan anaknya mbg sangat bermanfaat pak jangan di hentikan trus lanjutkan pak,"['mbg', 'bermanfaat', 'banget', 'kok', 'buat', 'anak', 'yg', 'emng', 'ga', 'punya', 'uang', 'saku', 'itu', 'sangat', 'bermanfaat', 'buat', 'orang', 'tua', 'yg', 'ekonomi', 'nya', 'maaf', 'sedikit', 'kurangmbg', 'bermanfaat', 'mencukupi', 'makan', 'anaknya', 'mbg', 'sangat', 'bermanfaat', 'pak', 'jangan', 'di', 'hentikan', 'trus', 'lanjutkan', 'pak']","['mbg', 'bermanfaat', 'banget', 'kok', 'buat', 'anak', 'yang', 'memang', 'tidak', 'punya', 'uang', 'saku', 'itu', 'sangat', 'bermanfaat', 'buat', 'orang', 'tua', 'yang', 'ekonomi', 'maaf', 'sedikit', 'kurangmbg', 'bermanfaat', 'mencukupi', 'makan', 'anaknya', 'mbg', 'sangat', 'bermanfaat', 'pak', 'jangan', 'di', 'hentikan', 'terus', 'lanjutkan', 'pak']","['mbg', 'bermanfaat', 'banget', 'anak', 'uang', 'saku', 'bermanfaat', 'orang', 'tua', 'ekonomi', 'maaf', 'kurangmbg', 'bermanfaat', 'mencukupi', 'makan', 'anaknya', 'mbg', 'bermanfaat', 'hentikan', 'lanjutkan']","['mbg', 'manfaat', 'banget', 'anak', 'uang', 'saku', 'manfaat', 'orang', 'tua', 'ekonomi', 'maaf', 'kurangmbg', 'manfaat', 'cukup', 'makan', 'anak', 'mbg', 'manfaat', 'henti', 'lanjut']",mbg manfaat banget anak uang saku manfaat orang tua ekonomi maaf kurangmbg manfaat cukup makan anak mbg manfaat henti lanjut,-7.0,Negatif
2026-05-02T16:39:43.000Z,"bermanfaat bgtt bagii akuu, aplagi bisa ngurangin duit jajan",tiktok,bermanfaat bgtt bagii akuu aplagi bisa ngurangin duit jajan,"['bermanfaat', 'bgtt', 'bagii', 'akuu', 'aplagi', 'bisa', 'ngurangin', 'duit', 'jajan']","['bermanfaat', 'banget', 'bagii', 'aku', 'aplagi', 'bisa', 'ngurangin', 'duit', 'jajan']","['bermanfaat', 'banget', 'bagii', 'aplagi', 'ngurangin', 'duit', 'jajan']","['manfaat', 'banget', 'bagi', 'aplagi', 'ngurangin', 'duit', 'jajan']",manfaat banget bagi aplagi ngurangin duit jajan,2.0,Positif
2026-05-03T09:12:46.000Z,gua berhasil nabung ya karna mbg jjr🗿,tiktok,gua berhasil nabung ya karna mbg jjr,"['gua', 'berhasil', 'nabung', 'ya', 'karna', 'mbg', 'jjr']","['saya', 'berhasil', 'nabung', 'ya', 'karena', 'mbg', 'jjr']","['berhasil', 'nabung', 'mbg', 'jjr']","['hasil', 'nabung', 'mbg', 'jjr']",hasil nabung mbg jjr,3.0,Positif
2026-05-01T14:57:25.000Z,"jangan di hapus pak mbgnya, aku gak bisa mukbang lagi🙁",tiktok,jangan di hapus pak mbgnya aku gak bisa mukbang lagi,"['jangan', 'di', 'hapus', 'pak', 'mbgnya', 'aku', 'gak', 'bisa', 'mukbang', 'lagi']","['jangan', 'di', 'hapus', 'pak', 'mbgnya', 'saya', 'tidak', 'bisa', 'mukbang', 'lagi']","['hapus', 'mbgnya', 'mukbang']","['hapus', 'mbgnya', 'mukbang']",hapus mbgnya mukbang,-3.0,Negatif
2026-05-01T14:47:45.000Z,perbanyak beasiswa pak🙏🏼,tiktok,perbanyak beasiswa pak,"['perbanyak', 'beasiswa', 'pak']","['perbanyak', 'beasiswa', 'pak']","['perbanyak', 'beasiswa']","['banyak', 'beasiswa']",banyak beasiswa,-3.0,Negatif
2026-05-01T10:49:31.000Z,"kemarin saya pernah bilang MBG tidak bermanfaat mending di uang kan dan diberikan perbulan,,, namun akhir-akhir ini saya sadar , anak saya bisa makan enak terus dan dia lebih bersemangat,, terimakasih BPK Prabowo Subianto atas program nya 🙏🙏🙏",tiktok,kemarin saya pernah bilang mbg tidak bermanfaat mending di uang kan dan diberikan perbulan namun akhirakhir ini saya sadar  anak saya bisa makan enak terus dan dia lebih bersemangat terimakasih bpk prabowo subianto atas program nya,"['kemarin', 'saya', 'pernah', 'bilang', 'mbg', 'tidak', 'bermanfaat', 'mending', 'di', 'uang', 'kan', 'dan', 'diberikan', 'perbulan', 'namun', 'akhirakhir', 'ini', 'saya', 'sadar', 'anak', 'saya', 'bisa', 'makan', 'enak', 'terus', 'dan', 'dia', 'lebih', 'bersemangat', 'terimakasih', 'bpk', 'prabowo', 'subianto', 'atas', 'program', 'nya']","['kemarin', 'saya', 'pernah', 'bilang', 'mbg', 'tidak', 'bermanfaat', 'mending', 'di', 'uang', 'kan', 'dan', 'diberikan', 'perbulan', 'namun', 'akhirakhir', 'ini', 'saya', 'sadar', 'anak', 'saya', 'bisa', 'makan', 'enak', 'terus', 'dan', 'dia', 'lebih', 'bersemangat', 'terimakasih', 'bpk', 'prabowo', 'subianto', 'atas', 'program']","['kemarin', 'bilang', 'mbg', 'bermanfaat', 'mending', 'uang', 'perbulan', 'akhirakhir', 'sadar', 'anak', 'makan', 'enak', 'bersemangat', 'terimakasih', 'bpk', 'prabowo', 'subianto', 'program']","['kemarin', 'bilang', 'mbg', 'manfaat', 'mending', 'uang', 'bulan', 'akhirakhir', 'sadar', 'anak', 'makan', 'enak', 'semangat', 'terimakasih', 'bpk', 'prabowo', 'subianto', 'program']",kemarin bilang mbg manfaat mending uang bulan akhirakhir sadar anak makan enak semangat terimakasih bpk prabowo subianto program,-4.0,Negatif
2026-05-03T15:21:56.000Z,[Sticker] padahal kalau ada mbg aku sering nabung lohh....,tiktok,padahal kalau ada mbg aku sering nabung lohh,"['padahal', 'kalau', 'ada', 'mbg', 'aku', 'sering', 'nabung', 'lohh']","['padahal', 'kalau', 'ada', 'mbg', 'saya', 'sering', 'nabung', 'loh']","['mbg', 'nabung', 'loh']","['mbg', 'nabung', 'loh']",mbg nabung loh,0.0,Netral
2026-05-03T07:02:14.000Z,masih bergizi masakan emak gw🗿🗿,tiktok,masih bergizi masakan emak gw,"['masih', 'bergizi', 'masakan', 'emak', 'gw']","['masih', 'bergizi', 'masakan', 'emak', 'saya']","['bergizi', 'masakan', 'emak']","['gizi', 'masakan', 'emak']",gizi masakan emak,3.0,Positif
2026-05-02T10:46:32.000Z,"mbg itu sebenernya bermanfaat tapi kebanyakan d manfaatin,
banyak d lipet 🙏",tiktok,"mbg itu sebenernya bermanfaat tapi kebanyakan d manfaatin
banyak d lipet","['mbg', 'itu', 'sebenernya', 'bermanfaat', 'tapi', 'kebanyakan', 'd', 'manfaatin', 'banyak', 'd', 'lipet']","['mbg', 'itu', 'sebenarnya', 'bermanfaat', 'tapi', 'kebanyakan', 'di', 'manfaatin', 'banyak', 'di', 'lipet']","['mbg', 'bermanfaat', 'kebanyakan', 'manfaatin', 'lipet']","['mbg', 'manfaat', 'banyak', 'manfaatin', 'lipet']",mbg manfaat banyak manfaatin lipet,2.0,Positif
2026-05-01T10:06:36.000Z,"yang ngelola kadang ga bener pak, menunya kadang ga sesuai buat anak² ..",tiktok,yang ngelola kadang ga bener pak menunya kadang ga sesuai buat anak,"['yang', 'ngelola', 'kadang', 'ga', 'bener', 'pak', 'menunya', 'kadang', 'ga', 'sesuai', 'buat', 'anak']","['yang', 'ngelola', 'kadang', 'tidak', 'benar', 'pak', 'menunya', 'kadang', 'tidak', 'sesuai', 'buat', 'anak']","['ngelola', 'kadang', 'menunya', 'kadang', 'sesuai', 'anak']","['ngelola', 'kadang', 'menu', 'kadang', 'sesuai', 'anak']",ngelola kadang menu kadang sesuai anak,6.0,Positif
2026-05-02T02:56:31.000Z,rakyat di depannya sendiri tidak di dengar 🥺,tiktok,rakyat di depannya sendiri tidak di dengar,"['rakyat', 'di', 'depannya', 'sendiri', 'tidak', 'di', 'dengar']","['rakyat', 'di', 'depannya', 'sendiri', 'tidak', 'di', 'dengar']","['rakyat', 'depannya', 'dengar']","['rakyat', 'depan', 'dengar']",rakyat depan dengar,2.0,Positif
2026-05-01T11:05:49.000Z,mbg kebanyakan mubazir dan mudharat ketimbang manfaatnya... semoga ada program yg lebih baik kedepannya,tiktok,mbg kebanyakan mubazir dan mudharat ketimbang manfaatnya semoga ada program yg lebih baik kedepannya,"['mbg', 'kebanyakan', 'mubazir', 'dan', 'mudharat', 'ketimbang', 'manfaatnya', 'semoga', 'ada', 'program', 'yg', 'lebih', 'baik', 'kedepannya']","['mbg', 'kebanyakan', 'mubazir', 'dan', 'mudharat', 'ketimbang', 'manfaatnya', 'semoga', 'ada', 'program', 'yang', 'lebih', 'baik', 'kedepannya']","['mbg', 'kebanyakan', 'mubazir', 'mudharat', 'ketimbang', 'manfaatnya', 'semoga', 'program', 'kedepannya']","['mbg', 'banyak', 'mubazir', 'mudharat', 'ketimbang', 'manfaat', 'moga', 'program', 'depan']",mbg banyak mubazir mudharat ketimbang manfaat moga program depan,3.0,Positif
2026-05-01T13:04:49.000Z,"jangan woy, gua bosen di kantin mie Mulu",tiktok,jangan woy gua bosen di kantin mie mulu,"['jangan', 'woy', 'gua', 'bosen', 'di', 'kantin', 'mie', 'mulu']","['jangan', 'woy', 'saya', 'bosan', 'di', 'kantin', 'mie', 'mulu']","['woy', 'bosan', 'kantin', 'mie', 'mulu']","['woy', 'bosan', 'kantin', 'mie', 'mulu']",woy bosan kantin mie mulu,-5.0,Negatif
2026-05-03T14:51:50.000Z,"siapa bilang program MBG ga bermanfaat?
disitu aja kali.
disini MBG Sangat membantu. setiap kali akan dibagikan kesekolah sekolah, MBG selalu ada sisa lebih yang kemudian akan dibagikan ke masyarakat miskin dan kurang mampu. MBG juga mengurangi pengeluaran uang bagi setiap orang tua yang punya anak disekolah, karna anak anak bisa makan dengan kenyang tanpa harus mengeluarkan uang.
klo disana ga bermanfaat, berarti pemerintah setempatnya perlu dipertanyakan. karna setiap prov, bahkan kec di Indonesia sudah menerima sistem pemograman MBG.",tiktok,"siapa bilang program mbg ga bermanfaat
disitu aja kali
disini mbg sangat membantu setiap kali akan dibagikan kesekolah sekolah mbg selalu ada sisa lebih yang kemudian akan dibagikan ke masyarakat miskin dan kurang mampu mbg juga mengurangi pengeluaran uang bagi setiap orang tua yang punya anak disekolah karna anak anak bisa makan dengan kenyang tanpa harus mengeluarkan uang
klo disana ga bermanfaat berarti pemerintah setempatnya perlu dipertanyakan karna setiap prov bahkan kec di indonesia sudah menerima sistem pemograman mbg","['siapa', 'bilang', 'program', 'mbg', 'ga', 'bermanfaat', 'disitu', 'aja', 'kali', 'disini', 'mbg', 'sangat', 'membantu', 'setiap', 'kali', 'akan', 'dibagikan', 'kesekolah', 'sekolah', 'mbg', 'selalu', 'ada', 'sisa', 'lebih', 'yang', 'kemudian', 'akan', 'dibagikan', 'ke', 'masyarakat', 'miskin', 'dan', 'kurang', 'mampu', 'mbg', 'juga', 'mengurangi', 'pengeluaran', 'uang', 'bagi', 'setiap', 'orang', 'tua', 'yang', 'punya', 'anak', 'disekolah', 'karna', 'anak', 'anak', 'bisa', 'makan', 'dengan', 'kenyang', 'tanpa', 'harus', 'mengeluarkan', 'uang', 'klo', 'disana', 'ga', 'bermanfaat', 'berarti', 'pemerintah', 'setempatnya', 'perlu', 'dipertanyakan', 'karna', 'setiap', 'prov', 'bahkan', 'kec', 'di', 'indonesia', 'sudah', 'menerima', 'sistem', 'pemograman', 'mbg']","['siapa', 'bilang', 'program', 'mbg', 'tidak', 'bermanfaat', 'disitu', 'saja', 'kali', 'disini', 'mbg', 'sangat', 'membantu', 'setiap', 'kali', 'akan', 'dibagikan', 'kesekolah', 'sekolah', 'mbg', 'selalu', 'ada', 'sisa', 'lebih', 'yang', 'kemudian', 'akan', 'dibagikan', 'ke', 'masyarakat', 'miskin', 'dan', 'kurang', 'mampu', 'mbg', 'juga', 'mengurangi', 'pengeluaran', 'uang', 'bagi', 'setiap', 'orang', 'tua', 'yang', 'punya', 'anak', 'disekolah', 'karena', 'anak', 'anak', 'bisa', 'makan', 'dengan', 'kenyang', 'tanpa', 'harus', 'mengeluarkan', 'uang', 'kalo', 'disana', 'tidak', 'bermanfaat', 'berarti', 'pemerintah', 'setempatnya', 'perlu', 'dipertanyakan', 'karena', 'setiap', 'prov', 'bahkan', 'kec', 'di', 'indonesia', 'sudah', 'menerima', 'sistem', 'pemograman', 'mbg']","['bilang', 'program', 'mbg', 'bermanfaat', 'disitu', 'kali', 'mbg', 'membantu', 'kali', 'dibagikan', 'kesekolah', 'sekolah', 'mbg', 'sisa', 'dibagikan', 'masyarakat', 'miskin', 'mbg', 'mengurangi', 'pengeluaran', 'uang', 'orang', 'tua', 'anak', 'disekolah', 'anak', 'anak', 'makan', 'kenyang', 'mengeluarkan', 'uang', 'kalo', 'disana', 'bermanfaat', 'pemerintah', 'setempatnya', 'prov', 'kec', 'indonesia', 'menerima', 'sistem', 'pemograman', 'mbg']","['bilang', 'program', 'mbg', 'manfaat', 'situ', 'kali', 'mbg', 'bantu', 'kali', 'bagi', 'seko', 'sekolah', 'mbg', 'sisa', 'bagi', 'masyarakat', 'miskin', 'mbg', 'kurang', 'keluar', 'uang', 'orang', 'tua', 'anak', 'seko', 'anak', 'anak', 'makan', 'kenyang', 'keluar', 'uang', 'kalo', 'sana', 'manfaat', 'perintah', 'tempat', 'prov', 'kec', 'indonesia', 'terima', 'sistem', 'pemograman', 'mbg']",bilang program mbg manfaat situ kali mbg bantu kali bagi seko sekolah mbg sisa bagi masyarakat miskin mbg kurang keluar uang orang tua anak seko anak anak makan kenyang keluar uang kalo sana manfaat perintah tempat prov kec indonesia terima sistem pemograman mbg,-39.0,Negatif
2026-05-01T11:00:45.000Z,"dia pas pada bilang “tidak” mukanya langsung bete, padahal harusnya dari situ berkaca bahwa rakyat gabutuh itu semua, untuk membantu rakyat dan mencegah stanting bisa dengan banyak cara, diantaranya membuka banyak lapangan kerja yang relevan dengan jurusan di indonesia, Memastikan bahan pokok di indonesia murah, diversifikasi pangan sebaiknya jangan terlalu di paksakan, karena seriap wilayah punya keunikan Pangan nya, sehingga ketika beras langka dan mahal warga tidak kelaparan lagi, memberikan sarana pendidikan, kesehatan, transportasi yang murah dan terjangkau, sehingga dengan semua aspek tercukupi rakyat tidak terbebani, dan dapat memenuhi gizi anak",tiktok,dia pas pada bilang tidak mukanya langsung bete padahal harusnya dari situ berkaca bahwa rakyat gabutuh itu semua untuk membantu rakyat dan mencegah stanting bisa dengan banyak cara diantaranya membuka banyak lapangan kerja yang relevan dengan jurusan di indonesia memastikan bahan pokok di indonesia murah diversifikasi pangan sebaiknya jangan terlalu di paksakan karena seriap wilayah punya keunikan pangan nya sehingga ketika beras langka dan mahal warga tidak kelaparan lagi memberikan sarana pendidikan kesehatan transportasi yang murah dan terjangkau sehingga dengan semua aspek tercukupi rakyat tidak terbebani dan dapat memenuhi gizi anak,"['dia', 'pas', 'pada', 'bilang', 'tidak', 'mukanya', 'langsung', 'bete', 'padahal', 'harusnya', 'dari', 'situ', 'berkaca', 'bahwa', 'rakyat', 'gabutuh', 'itu', 'semua', 'untuk', 'membantu', 'rakyat', 'dan', 'mencegah', 'stanting', 'bisa', 'dengan', 'banyak', 'cara', 'diantaranya', 'membuka', 'banyak', 'lapangan', 'kerja', 'yang', 'relevan', 'dengan', 'jurusan', 'di', 'indonesia', 'memastikan', 'bahan', 'pokok', 'di', 'indonesia', 'murah', 'diversifikasi', 'pangan', 'sebaiknya', 'jangan', 'terlalu', 'di', 'paksakan', 'karena', 'seriap', 'wilayah', 'punya', 'keunikan', 'pangan', 'nya', 'sehingga', 'ketika', 'beras', 'langka', 'dan', 'mahal', 'warga', 'tidak', 'kelaparan', 'lagi', 'memberikan', 'sarana', 'pendidikan', 'kesehatan', 'transportasi', 'yang', 'murah', 'dan', 'terjangkau', 'sehingga', 'dengan', 'semua', 'aspek', 'tercukupi', 'rakyat', 'tidak', 'terbebani', 'dan', 'dapat', 'memenuhi', 'gizi', 'anak']","['dia', 'pas', 'pada', 'bilang', 'tidak', 'mukanya', 'langsung', 'bete', 'padahal', 'harusnya', 'dari', 'situ', 'berkaca', 'bahwa', 'rakyat', 'gabutuh', 'itu', 'semua', 'untuk', 'membantu', 'rakyat', 'dan', 'mencegah', 'stanting', 'bisa', 'dengan', 'banyak', 'cara', 'diantaranya', 'membuka', 'banyak', 'lapangan', 'kerja', 'yang', 'relevan', 'dengan', 'jurusan', 'di', 'indonesia', 'memastikan', 'bahan', 'pokok', 'di', 'indonesia', 'murah', 'diversifikasi', 'pangan', 'sebaiknya', 'jangan', 'terlalu', 'di', 'paksakan', 'karena', 'seriap', 'wilayah', 'punya', 'keunikan', 'pangan', 'sehingga', 'ketika', 'beras', 'langka', 'dan', 'mahal', 'warga', 'tidak', 'kelaparan', 'lagi', 'memberikan', 'sarana', 'pendidikan', 'kesehatan', 'transportasi', 'yang', 'murah', 'dan', 'terjangkau', 'sehingga', 'dengan', 'semua', 'aspek', 'tercukupi', 'rakyat', 'tidak', 'terbebani', 'dan', 'dapat', 'memenuhi', 'gizi', 'anak']","['pas', 'bilang', 'mukanya', 'langsung', 'bete', 'situ', 'berkaca', 'rakyat', 'gabutuh', 'membantu', 'rakyat', 'mencegah', 'stanting', 'membuka', 'lapangan', 'kerja', 'relevan', 'jurusan', 'indonesia', 'bahan', 'pokok', 'indonesia', 'murah', 'diversifikasi', 'pangan', 'paksakan', 'seriap', 'wilayah', 'keunikan', 'pangan', 'beras', 'langka', 'mahal', 'warga', 'kelaparan', 'sarana', 'pendidikan', 'kesehatan', 'transportasi', 'murah', 'terjangkau', 'aspek', 'tercukupi', 'rakyat', 'terbebani', 'memenuhi', 'gizi', 'anak']","['pas', 'bilang', 'muka', 'langsung', 'bete', 'situ', 'kaca', 'rakyat', 'gabutuh', 'bantu', 'rakyat', 'cegah', 'stanting', 'buka', 'lapang', 'kerja', 'relevan', 'jurus', 'indonesia', 'bahan', 'pokok', 'indonesia', 'murah', 'diversifikasi', 'pangan', 'paksa', 'seriap', 'wilayah', 'uni', 'pangan', 'beras', 'langka', 'mahal', 'warga', 'lapar', 'sarana', 'didik', 'sehat', 'transportasi', 'murah', 'jangkau', 'aspek', 'cukup', 'rakyat', 'beban', 'penuh', 'gizi', 'anak']",pas bilang muka langsung bete situ kaca rakyat gabutuh bantu rakyat cegah stanting buka lapang kerja relevan jurus indonesia bahan pokok indonesia murah diversifikasi pangan paksa seriap wilayah uni pangan beras langka mahal warga lapar sarana didik sehat transportasi murah jangkau aspek cukup rakyat beban penuh gizi anak,-49.0,Negatif
2026-05-01T11:31:20.000Z,"pliss jangan berhenti mbg nya 😭, buat aku yang udah SMK bersyukur banget dapet mbg jadinya sisa uangnya bisa ditabung buat beli laptop😭😭",tiktok,pliss jangan berhenti mbg nya  buat aku yang udah smk bersyukur banget dapet mbg jadinya sisa uangnya bisa ditabung buat beli laptop,"['pliss', 'jangan', 'berhenti', 'mbg', 'nya', 'buat', 'aku', 'yang', 'udah', 'smk', 'bersyukur', 'banget', 'dapet', 'mbg', 'jadinya', 'sisa', 'uangnya', 'bisa', 'ditabung', 'buat', 'beli', 'laptop']","['pliss', 'jangan', 'berhenti', 'mbg', 'buat', 'saya', 'yang', 'sudah', 'smk', 'bersyukur', 'banget', 'dapat', 'mbg', 'jadinya', 'sisa', 'uangnya', 'bisa', 'ditabung', 'buat', 'beli', 'laptop']","['pliss', 'berhenti', 'mbg', 'smk', 'bersyukur', 'banget', 'mbg', 'sisa', 'uangnya', 'ditabung', 'beli', 'laptop']","['pliss', 'henti', 'mbg', 'smk', 'syukur', 'banget', 'mbg', 'sisa', 'uang', 'tabung', 'beli', 'laptop']",pliss henti mbg smk syukur banget mbg sisa uang tabung beli laptop,-2.0,Negatif
